,Location,Date_Time,Temperature_C
100,Philadelphia,2024-01-14 23:48:23,5.415682190915076
101,Phoenix,2024-01-09 20:59:01,0.322623026516398
102,Chicago,2024-01-08 16:30:37,26.46376107326661
103,Chicago,2024-02-16 05:35:00,8.35321554464172
104,Houston,2024-01-18 08:48:30,24.482728127498355
105,Phoenix,2024-02-02 02:53:49,7.80326914541449
106,San Antonio,2024-05-02 03:49:52,15.854044863103042
107,Houston,2024-02-03 02:14:44,30.23386954268875
108,New York,2024-05-18 16:41:48,7.420745381612175
109,Phoenix,2024-02-16 22:11:45,13.234992802510288
110,Dallas,2024-05-13 04:18:13,-6.231268999724118
111,New York,2024-02-14 20:17:27,-2.923340725805997
112,Dallas,2024-02-11 10:16:30,18.718705488774088
113,Dallas,2024-02-08 19:49:03,16.680030395148368
114,San Antonio,2024-02-01 13:10:06,36.56016747722671
115,Los Angeles,2024-04-02 21:49:47,11.958938841628466
116,New York,2024-04-27 17:15:55,30.18074557987729
117,Phoenix,2024-05-05 17:05:20,-6.748872059709562
118,San Antonio,2024-05-16 04:17:36,-2.564242532157354
119,San Antonio,2024-02-05 03:56:27,38.59503895096921
120,San Antonio,2024-04-08 18:01:05,10.466205057245514
121,Houston,2024-03-19 20:05:57,19.28608972738157
122,Chicago,2024-03-14 09:43:19,1.2105074252369938
123,San Antonio,2024-05-17 08:02:26,24.00555762341921
124,Los Angeles,2024-04-09 01:55:23,21.40590492335748
125,Phoenix,2024-01-18 11:27:16,12.112864117881966
126,Los Angeles,2024-02-12 02:07:03,36.52896112285401
127,Chicago,2024-04-21 12:26:03,25.40140851040085
128,Dallas,2024-03-05 02:38:00,14.071095514762575
129,Chicago,2024-04-19 09:02:44,16.505075536414214
130,San Diego,2024-01-22 06:07:42,14.698397009222084
131,Phoenix,2024-03-19 11:38:22,-2.9896543161387363
132,Houston,2024-04-10 09:10:52,10.591182640778673
133,Chicago,2024-03-24 19:05:30,-8.370659764351403
134,New York,2024-01-14 09:27:34,24.360242957119524
135,San Antonio,2024-04-13 16:14:39,5.763065333288012
136,Houston,2024-04-27 19:12:45,-6.90531240131563
137,Philadelphia,2024-03-25 15:01:56,35.44085694558962
138,San Jose,2024-01-06 22:05:28,9.942874361480769
139,Houston,2024-05-08 01:43:14,35.69775656550977
140,Phoenix,2024-03-04 11:07:57,22.80544122302527
141,Dallas,2024-02-08 04:48:09,7.499564776841876
142,Los Angeles,2024-01-06 22:07:38,29.512001238005595
143,San Diego,2024-01-06 19:31:02,18.36567737490719
144,San Diego,2024-03-18 09:31:04,-4.389255480377693
145,Dallas,2024-03-28 01:25:26,21.548740784135827
146,Chicago,2024-04-13 08:56:48,-0.832961039156423
147,Los Angeles,2024-03-16 11:08:32,-4.457750039183241
148,Houston,2024-01-08 09:42:20,33.04991171929228
149,Philadelphia,2024-04-03 16:17:53,-0.0485234514933665
150,Los Angeles,2024-02-22 17:28:24,15.582827846003813
151,Philadelphia,2024-01-25 04:48:44,-7.351832919799886
152,San Diego,2024-01-30 04:17:21,34.17542872002501
153,Phoenix,2024-03-23 07:38:34,14.28877492121362
154,Houston,2024-05-03 07:53:08,-9.103733713960295
155,San Diego,2024-04-05 17:00:26,1.9280887024550812
156,Dallas,2024-01-31 05:27:44,-9.639583416462402
157,Houston,2024-03-23 03:10:20,-6.4518580911787655
158,San Antonio,2024-01-01 01:19:08,22.058238433713026
159,Chicago,2024-01-16 07:06:04,38.5007289116013
160,Los Angeles,2024-04-01 09:32:00,-3.4874534708335982
161,New York,2024-05-16 23:02:31,16.844816771946427
162,Dallas,2024-01-14 02:38:59,9.887183366210593
163,Philadelphia,2024-05-06 06:12:48,-1.4285575183094004
164,New York,2024-03-29 22:29:52,8.016448504090715
165,San Antonio,2024-05-12 11:47:40,3.5371290784333844
166,Chicago,2024-04-05 03:53:20,10.164737342872474
167,San Diego,2024-04-03 22:15:10,18.23110441748302
168,San Diego,2024-01-21 06:29:46,10.786417673495585
169,Los Angeles,2024-01-03 13:58:18,21.09658766055672
170,Chicago,2024-03-23 15:43:21,28.792197277966885
171,Houston,2024-01-28 15:39:41,6.757613230894002
172,New York,2024-01-12 18:05:38,5.304322030554534
173,Dallas,2024-02-19 08:52:39,3.63855461957122
174,Los Angeles,2024-03-13 23:10:14,0.1165247713381418
175,Philadelphia,2024-03-20 18:30:13,-3.4288366624410944
176,Dallas,2024-01-11 22:58:06,17.67991482088027
177,San Antonio,2024-04-17 21:19:36,3.722745250868989
178,Houston,2024-01-05 09:19:48,22.09741373067017
179,San Diego,2024-01-20 23:48:40,-2.8516909223134403
180,Phoenix,2024-04-19 20:16:33,3.124136250793644
181,Philadelphia,2024-04-27 04:03:46,24.22070316887477
182,Los Angeles,2024-03-09 01:20:06,28.31139651154227
183,San Antonio,2024-02-11 03:12:43,2.570531791004857
184,San Diego,2024-01-11 10:27:07,5.603809981683003
185,New York,2024-03-02 04:42:28,-6.352958809013634
186,San Jose,2024-02-16 07:39:33,14.287343032749805
187,Houston,2024-01-09 23:53:33,38.6657450716549
188,San Jose,2024-04-11 17:32:12,10.323655490347605
189,Philadelphia,2024-02-09 02:17:52,3.2764377273626284
190,Philadelphia,2024-02-23 14:13:45,-9.7157667841289
191,San Antonio,2024-05-07 18:15:40,19.476224496154984
192,Los Angeles,2024-01-12 22:38:06,19.586851624749507
193,San Jose,2024-02-14 23:55:55,24.12480772693074
194,San Jose,2024-01-21 20:43:17,20.657818189958306
195,San Antonio,2024-02-02 08:09:56,22.490351628274706
196,San Antonio,2024-05-07 07:20:25,11.098354408419825
197,Houston,2024-04-25 07:51:16,19.941126332043797
198,San Antonio,2024-02-11 23:21:32,7.384055523987037
199,New York,2024-05-11 12:00:20,36.438676886465785
200,Los Angeles,2024-04-19 11:15:59,-4.002277811344948
201,Houston,2024-01-17 20:29:58,24.92022269267656
202,San Jose,2024-03-28 03:37:59,36.03013479706048
203,Los Angeles,2024-01-26 04:30:25,35.27750639113498
204,Chicago,2024-03-25 03:34:16,38.47694384864997
205,Houston,2024-05-11 08:44:41,19.768634168759988
206,San Diego,2024-03-21 22:16:37,3.382441196804717
207,San Jose,2024-01-05 12:04:19,17.746673725402403
208,New York,2024-02-24 14:28:21,24.28704737270563
209,Dallas,2024-03-29 04:24:01,4.467647325457788
210,New York,2024-02-03 02:06:40,34.118115434261505
211,Chicago,2024-03-29 05:06:36,19.72245662661911
212,Chicago,2024-02-10 23:50:22,31.20688943135245
213,Los Angeles,2024-05-04 22:03:38,11.065331427570932
214,Philadelphia,2024-04-28 12:04:15,38.30445617548135
215,San Jose,2024-03-31 01:49:17,19.04436125488173
216,San Antonio,2024-03-03 05:03:12,22.21134741972866
217,Chicago,2024-05-06 16:52:59,31.53563109077944
218,San Diego,2024-03-24 17:40:55,36.894370737272176
219,New York,2024-03-30 08:16:14,3.434408409173232
220,Philadelphia,2024-04-05 14:42:48,-4.144493168704091
221,San Antonio,2024-02-27 17:55:49,30.27333346582435
222,New York,2024-03-22 06:45:33,12.672985091602737
223,Dallas,2024-05-07 14:24:30,6.015257446474973
224,Phoenix,2024-03-15 12:07:27,34.561988741967646
225,Houston,2024-05-17 07:57:00,34.70959125017045
226,Chicago,2024-02-05 00:09:35,34.59877164195722
227,Houston,2024-03-04 00:47:57,-1.086734943237552
228,Los Angeles,2024-04-25 09:48:54,36.36376050314783
229,San Jose,2024-03-18 01:00:18,17.863356816528167
230,San Diego,2024-01-17 13:02:20,-3.7337494813937138
231,Houston,2024-02-26 19:13:59,-2.2949698246707757
232,Dallas,2024-02-12 00:49:31,36.135084021230085
233,San Antonio,2024-03-13 06:40:00,18.798925030203964
234,San Diego,2024-02-27 05:28:42,31.55595188418316
235,Los Angeles,2024-03-23 17:41:46,24.723068951277725
236,Chicago,2024-02-06 06:03:39,-5.89224461929366
237,New York,2024-03-31 02:20:03,39.47396777180816
238,Phoenix,2024-01-03 14:16:29,-4.62345322713364
239,Phoenix,2024-04-15 08:31:03,-4.931283475128647
240,Dallas,2024-03-06 04:07:26,13.491370237215827
241,Phoenix,2024-03-28 20:33:08,-5.43835991295162
242,New York,2024-03-28 19:30:43,14.20372450205224
243,Los Angeles,2024-04-27 01:35:41,8.879097001232719
244,Phoenix,2024-02-19 11:37:16,0.3580687647990253
245,New York,2024-03-10 09:28:15,26.178008391443257
246,Philadelphia,2024-01-21 22:53:13,11.227356044815023
247,Los Angeles,2024-01-10 19:17:53,30.58616042108661
248,Houston,2024-01-31 12:09:06,4.333173161628448
249,San Jose,2024-02-23 01:46:10,38.17044892999494
250,Chicago,2024-05-16 05:23:45,20.033550888712355
251,San Diego,2024-05-17 15:28:47,12.787640577064394
252,Dallas,2024-05-05 17:16:47,0.9162934215840616
253,Los Angeles,2024-03-08 05:59:13,-3.4920694582230203
254,Chicago,2024-02-20 15:27:07,39.17819467530677
255,Houston,2024-03-07 04:37:53,23.788436666133983
256,New York,2024-05-12 23:35:45,35.962565704264165
257,Houston,2024-01-27 18:15:28,5.282476705432213
258,San Diego,2024-01-19 18:44:35,24.75534700920125
259,Chicago,2024-03-18 10:51:56,28.3398722653058
260,New York,2024-01-28 02:34:48,8.45293592512251
261,Chicago,2024-05-08 23:02:14,9.57016517935255
262,San Antonio,2024-01-12 19:59:25,16.211745220044108
263,Houston,2024-03-01 21:39:22,16.13838571279117
264,San Jose,2024-01-16 03:34:48,26.71414539060907
265,Los Angeles,2024-04-17 14:30:35,0.797198966102723
266,Los Angeles,2024-03-28 21:11:50,22.78315537368247
267,Houston,2024-04-01 10:52:32,6.180231107084875
268,San Diego,2024-01-10 22:05:31,15.158048119419956
269,Los Angeles,2024-01-04 06:43:19,-4.838736044093436
270,San Jose,2024-04-11 04:11:26,15.637794696076526
271,San Antonio,2024-05-11 10:42:12,18.229805455475272
272,Phoenix,2024-05-05 13:24:55,-4.636007879783263
273,Philadelphia,2024-02-10 22:24:39,25.92316343067958
274,Dallas,2024-02-03 13:23:31,19.101223701278776
275,Chicago,2024-03-06 09:25:29,-0.8596731466415406
276,San Jose,2024-03-05 14:52:19,30.72032293469531
277,Houston,2024-05-08 04:15:43,10.15242799017298
278,Phoenix,2024-01-08 09:55:33,31.46446610196256
279,Houston,2024-01-28 04:42:42,3.900135230656824
280,San Jose,2024-02-17 04:54:17,14.874590667518929
281,Phoenix,2024-01-19 15:01:03,14.525021300632842
282,San Diego,2024-01-02 12:01:26,23.607334616815574
283,San Jose,2024-03-19 19:28:23,-2.9878661894107674
284,Los Angeles,2024-03-05 06:39:12,9.963732800372782
285,Dallas,2024-02-25 23:44:18,3.0642990042701026
286,Chicago,2024-03-27 15:49:17,-6.609185775582912
287,San Jose,2024-05-03 00:42:27,27.084574127387825
288,Chicago,2024-03-15 19:23:19,12.567051395105391
289,Los Angeles,2024-04-23 21:59:23,28.863252436309068
290,Philadelphia,2024-03-10 04:21:19,2.016325879055966
291,Chicago,2024-03-22 11:54:41,-0.8667195619012826
292,Houston,2024-04-08 19:56:51,-9.455088862166985
293,Philadelphia,2024-01-01 06:47:10,36.724218376223305
294,Houston,2024-02-29 17:23:41,-9.25942036086342
295,Houston,2024-05-12 11:21:57,-8.351635085273713
296,San Antonio,2024-02-28 11:06:19,1.105839997062084
297,Houston,2024-04-26 01:56:20,3.656623892671844
298,Dallas,2024-03-02 04:49:47,-9.359910213258068
299,San Diego,2024-03-27 12:32:26,22.92993152317495
300,Los Angeles,2024-04-22 03:54:00,14.142393602618284
301,San Antonio,2024-02-09 07:46:06,34.88814758112834
302,San Diego,2024-02-16 22:09:29,35.26814275985482
303,San Jose,2024-04-16 03:44:08,17.199707175658055
304,Los Angeles,2024-03-18 13:22:09,-1.803073045767036
305,San Antonio,2024-02-22 15:23:02,4.793756778625744
306,Los Angeles,2024-03-10 21:31:01,20.03950893035257
307,New York,2024-05-02 17:45:38,33.19310408664104
308,Philadelphia,2024-04-02 23:06:36,37.51561486121792
309,New York,2024-02-14 20:21:45,2.404650356923696
310,Los Angeles,2024-05-12 03:52:10,26.902361323501687
311,Chicago,2024-01-11 17:00:18,19.43649360683496
312,Los Angeles,2024-03-09 04:18:15,23.061692902883912
313,Philadelphia,2024-04-04 18:34:12,27.819341446999477
314,Chicago,2024-02-29 03:50:00,22.20165258174112
315,Phoenix,2024-04-15 16:57:28,3.9588930058198
316,Chicago,2024-03-07 15:52:44,0.3454713548475467
317,Philadelphia,2024-01-28 23:46:01,29.619231050726498
318,Los Angeles,2024-04-09 03:19:21,0.8989288539951374
319,Houston,2024-03-07 15:35:07,26.700216548297263
320,New York,2024-02-09 08:47:20,7.436049055668551
321,Houston,2024-04-30 06:28:37,23.039928042627707
322,Phoenix,2024-04-27 02:02:56,7.091312046930646
323,San Jose,2024-05-05 03:43:00,-5.823939883496362
324,Chicago,2024-03-27 10:39:34,19.692930876315597
325,Chicago,2024-05-05 21:35:41,39.39756057369057
326,Chicago,2024-04-04 23:41:33,23.91108780832753
327,Phoenix,2024-02-09 22:11:43,11.957115316089586
328,New York,2024-01-16 15:30:13,4.828519749336572
329,Phoenix,2024-01-07 22:12:56,14.308219984452068
330,San Jose,2024-03-23 10:32:46,19.19909283310393
331,Dallas,2024-03-04 17:11:06,2.2568677816396736
332,San Jose,2024-02-15 15:30:21,33.342391150102905
333,Los Angeles,2024-04-01 05:02:30,-3.533878492991379
334,San Antonio,2024-05-06 22:50:50,-5.272652470621883
335,Dallas,2024-04-17 00:39:52,-7.6599292600243585
336,Philadelphia,2024-01-25 00:58:51,26.653005910284318
337,San Diego,2024-04-13 04:04:49,15.18368168459
338,Chicago,2024-01-24 01:21:36,6.075480655981966
339,Chicago,2024-03-18 01:45:02,-6.491211763963403
340,Houston,2024-04-21 21:57:44,-5.653848184643747
341,Los Angeles,2024-04-12 12:41:55,31.66402116772815
342,Los Angeles,2024-03-09 06:20:35,1.856291751986486
343,Phoenix,2024-02-05 21:53:43,-1.5704434745464535
344,San Jose,2024-03-06 15:18:42,33.649263530047854
345,New York,2024-03-12 15:44:58,19.590122270227525
346,San Diego,2024-05-13 03:12:27,22.81527718627151
347,Chicago,2024-05-11 09:43:51,0.5617896410979242
348,Houston,2024-03-30 00:50:49,27.674450840574053
349,Philadelphia,2024-03-28 01:35:31,25.22286697336446
350,Los Angeles,2024-03-28 02:33:50,-4.42243519130622
351,New York,2024-05-02 18:38:37,20.75840488888829
352,San Jose,2024-01-25 10:27:43,39.4142302098411
353,San Antonio,2024-04-19 10:42:51,16.29433890188481
354,San Diego,2024-04-29 01:43:48,-1.7414435597375402
355,San Jose,2024-04-17 04:11:41,-3.53231140815339
356,Dallas,2024-05-16 00:19:41,6.767254870623916
357,San Diego,2024-01-15 00:31:14,-0.1762672391577595
358,San Antonio,2024-02-28 17:40:17,9.767903675584815
359,Dallas,2024-01-30 17:09:37,30.69315562373844
360,San Diego,2024-04-01 21:16:44,0.5690163483276027
361,Philadelphia,2024-03-17 06:56:18,-7.329461886438712
362,San Diego,2024-02-09 13:40:03,1.194147778304158
363,Phoenix,2024-01-15 06:12:46,-5.084895270375494
364,Houston,2024-04-11 13:39:18,4.140898153263986
365,Chicago,2024-04-04 09:04:15,38.28412520406297
366,San Diego,2024-02-25 07:28:23,19.31359988209175
367,Dallas,2024-04-29 18:07:27,1.153667151316732
368,Dallas,2024-05-13 01:39:41,12.415934364076133
369,Dallas,2024-02-21 04:56:25,-6.779561674233877
370,San Antonio,2024-04-04 11:48:25,11.19225701173481
371,Los Angeles,2024-03-29 20:03:59,7.4459670163523555
372,Houston,2024-03-12 14:10:50,21.18329103736728
373,San Jose,2024-04-22 03:42:37,26.41875787569472
374,Phoenix,2024-04-01 16:20:22,18.758354283988147
375,Chicago,2024-04-07 20:35:16,9.814952334399528
376,San Jose,2024-04-04 16:34:09,15.546684567955868
377,San Antonio,2024-04-17 01:56:28,31.32610039564775
378,Dallas,2024-02-21 22:17:41,34.36641816567396
379,San Antonio,2024-01-29 01:38:30,39.14022954590479
380,San Jose,2024-01-30 02:50:53,17.644708377226916
381,Los Angeles,2024-04-22 06:45:18,0.575486470209011
382,Houston,2024-03-15 07:01:46,27.406660630140895
383,San Diego,2024-01-09 18:08:06,39.681215920793846
384,Dallas,2024-05-07 09:44:19,25.13993269340568
385,Houston,2024-01-25 05:53:14,24.489862954655408
386,Chicago,2024-03-24 17:44:15,17.285329893969262
387,Dallas,2024-04-28 21:44:21,27.470178790303866
388,Houston,2024-03-11 22:37:04,4.048501326283519
389,New York,2024-02-04 00:12:40,-7.012708050367752
390,New York,2024-05-10 11:58:45,35.45539002392715
391,Chicago,2024-01-03 22:26:55,-6.329468125236229
392,San Jose,2024-01-30 00:31:19,35.37684814724278
393,New York,2024-04-22 19:57:32,23.05915334097481
394,New York,2024-05-16 01:36:49,19.94663524938789
395,New York,2024-03-22 11:30:39,30.155503034151412
396,Dallas,2024-04-07 07:56:39,32.78678783866929
397,Philadelphia,2024-01-21 23:26:25,30.551766890545323
398,New York,2024-03-05 16:53:07,-6.395477926343426
399,Phoenix,2024-02-09 16:58:08,24.417374199871
400,Dallas,2024-02-24 21:37:38,-5.324661660816329
401,Phoenix,2024-02-09 22:24:13,16.235041292739414
402,Los Angeles,2024-03-27 20:35:36,13.694952198477475
403,Philadelphia,2024-04-27 22:46:31,4.492666398624564
404,Phoenix,2024-03-11 19:46:49,26.79886615764535
405,San Antonio,2024-03-06 00:46:19,12.295350811698654
406,New York,2024-01-16 02:35:47,12.816109614588765
407,Houston,2024-03-04 12:13:12,19.622944026488224
408,Houston,2024-02-27 09:07:28,36.872975087293696
409,San Diego,2024-01-16 12:16:07,5.909316022895508
410,San Jose,2024-04-17 07:56:01,8.081845866280904
411,Dallas,2024-03-10 22:10:25,24.25514428220719
412,Phoenix,2024-01-16 11:32:54,33.901624004026736
413,San Antonio,2024-01-23 01:45:10,20.04791132204283
414,Phoenix,2024-02-20 20:15:46,9.02004374593036
415,Houston,2024-01-21 20:44:10,27.20024886726894
416,San Antonio,2024-02-05 14:33:18,34.59949301124592
417,New York,2024-05-09 11:53:14,8.700836917171
418,Philadelphia,2024-02-29 00:40:31,13.76344362642341
419,Chicago,2024-03-25 09:31:57,37.678914591331726
420,Philadelphia,2024-01-31 09:12:49,38.58955869338571
421,New York,2024-02-11 03:46:50,-8.669109569805952
422,San Antonio,2024-04-21 12:12:50,27.59043949338667
423,Chicago,2024-02-15 01:04:51,26.308267460460407
424,San Antonio,2024-03-16 00:26:22,-4.144661209235281
425,Phoenix,2024-02-28 14:59:36,12.517250419026574
426,Dallas,2024-04-12 10:59:55,0.3249280784507125
427,San Antonio,2024-05-11 16:56:31,33.36025893331226
428,San Antonio,2024-01-09 02:55:09,6.276120511090653
429,Philadelphia,2024-02-05 05:51:22,1.3374729240362235
430,Los Angeles,2024-03-07 11:21:39,32.57837721285684
431,San Antonio,2024-02-14 02:46:46,-9.242331698294372
432,Philadelphia,2024-04-19 09:32:01,-0.6838421283990446
433,Chicago,2024-03-02 19:46:48,3.74021593982574
434,Houston,2024-04-21 03:59:42,19.06990891517803
435,Houston,2024-03-17 21:53:56,-9.225908665647344
436,Phoenix,2024-02-04 22:00:41,19.41769424826369
437,Los Angeles,2024-01-31 12:58:08,26.53607957494343
438,Los Angeles,2024-04-22 19:01:50,19.39327253371201
439,Chicago,2024-03-30 23:41:11,-6.544617975230612
440,Phoenix,2024-03-01 23:15:43,32.81726809783045
441,Chicago,2024-01-26 09:12:06,27.790869853249795
442,San Antonio,2024-01-18 02:10:01,37.09265445505444
443,New York,2024-04-01 11:24:30,27.520971994376566
444,Houston,2024-03-01 20:01:47,25.64114818029107
445,San Antonio,2024-02-21 15:13:05,11.75819857849961
446,Dallas,2024-03-02 06:15:53,27.8699306776372
447,Dallas,2024-02-10 21:43:48,10.730638983430698
448,Chicago,2024-05-16 08:37:54,30.016890077910617
449,Philadelphia,2024-04-16 09:53:22,25.35661779252507
450,Dallas,2024-02-13 03:31:38,-4.506301782865404
451,Houston,2024-01-07 13:18:49,-3.2192339014392197
452,San Antonio,2024-03-14 04:22:09,23.248509316274
453,Chicago,2024-02-19 13:14:07,37.4652596246288
454,Chicago,2024-01-27 09:00:37,-8.24375488578307
455,San Antonio,2024-04-08 06:10:53,22.39394664038633
456,San Diego,2024-05-15 13:09:33,-6.686624450767283
457,San Antonio,2024-01-14 00:50:20,-3.675928890556792
458,Phoenix,2024-01-29 12:56:32,34.39268672681676
459,Dallas,2024-01-17 16:20:59,35.51882190684238
460,San Antonio,2024-02-03 07:47:06,18.790942413306563
461,Philadelphia,2024-04-02 15:50:23,-7.010926333045472
462,New York,2024-02-03 23:27:20,25.16540658804599
463,San Jose,2024-02-25 12:20:35,-0.2816338752142453
464,Chicago,2024-04-15 19:23:22,-9.160677962116903
465,San Antonio,2024-04-29 04:21:29,-7.30239498168754
466,Phoenix,2024-03-17 15:59:06,-4.74406231967199
467,Chicago,2024-04-20 15:09:35,-8.859221022899558
468,San Diego,2024-05-08 16:18:21,11.739423098626183
469,Los Angeles,2024-03-09 21:28:03,15.991782379548305
470,New York,2024-04-02 15:43:32,18.09352688588278
471,Philadelphia,2024-03-08 05:59:29,12.33120200200342
472,San Jose,2024-05-05 19:46:23,-7.747449588214303
473,Dallas,2024-03-12 21:33:08,8.143543197372903
474,Dallas,2024-01-27 15:07:35,27.92838915307196
475,Chicago,2024-04-09 06:31:25,6.450084895269278
476,Philadelphia,2024-02-11 06:55:54,17.811080584878916
477,Chicago,2024-02-03 01:29:45,5.226000982392806
478,Los Angeles,2024-05-10 15:20:31,37.99282504829511
479,Los Angeles,2024-03-03 06:55:06,32.506318701490464
480,Los Angeles,2024-02-19 06:18:32,28.26735368778651
481,San Antonio,2024-01-29 01:27:38,-1.386265680910011
482,Houston,2024-04-27 14:45:08,2.6279130417384025
483,San Jose,2024-02-22 21:09:37,0.0852237372994757
484,New York,2024-03-21 14:44:55,21.39189909880597
485,Philadelphia,2024-01-18 22:34:02,11.500654135239362
486,San Diego,2024-01-22 19:26:10,16.222667280855173
487,San Diego,2024-05-03 08:03:48,-7.19449055523437
488,Phoenix,2024-02-23 16:36:33,22.656581914261505
